source,target
ကွန်ပျူတာမကောင်း၍တစ်ကြောင်း၊ အင်တာနက်မရှိသောကြောင့် အွန်လိုင်းအလုပ်မလုပ်နိုင်ဘူး။,ကွန်ပျူတာမကောင်း၍တစ်ကြောင်း၊ အင်တာနက်မရှိသောကြောင့် တစ်ကြောင်း အွန်လိုင်းအလုပ်မလုပ်နိုင်ဘူး။
အလေ့အကျင့်မရှိ၍တစ်ကြောင်း၊ စိတ်ရှည်မှုမရှိသောကြောင့် မအောင်မြင်ခဲ့ဘူး။,အလေ့အကျင့်မရှိ၍တစ်ကြောင်း၊ စိတ်ရှည်မှုမရှိသောကြောင့် တစ်ကြောင်း မအောင်မြင်ခဲ့ဘူး။
လူနာများ၍တစ်ကြောင်း၊ ဝန်ထမ်းတွေမလုံလောက်သောကြောင့် ဆေးရုံမှာ စောင့်ရကြာသည်။,လူနာများ၍တစ်ကြောင်း၊ ဝန်ထမ်းတွေမလုံလောက်သောကြောင့် တစ်ကြောင်း ဆေးရုံမှာ စောင့်ရကြာသည်။
အလုပ်ကိစ္စများ၍တစ်ကြောင်း၊ အိမ်မှုကိစ္စများသောကြောင့် နားချိန်မရှိဘူး။,အလုပ်ကိစ္စများ၍တစ်ကြောင်း၊ အိမ်မှုကိစ္စများသောကြောင့် တစ်ကြောင်း နားချိန်မရှိဘူး။
ဖုန်းဘက်ထရီကုန်၍တစ်ကြောင်း၊ အားသွင်းကြိုးမရှိသောကြောင့် သူငယ်ချင်းကိုဖုန်းမဆက်နိုင်ဘူး။,ဖုန်းဘက်ထရီကုန်၍တစ်ကြောင်း၊ အားသွင်းကြိုးမရှိသောကြောင့် တစ်ကြောင်း သူငယ်ချင်းကိုဖုန်းမဆက်နိုင်ဘူး။
အစာအိမ်ရောဂါရှိ၍တစ်ကြောင်း၊ ဆေးသောက်နေရသောကြောင့် အရက်မသောက်ဘူး။,အစာအိမ်ရောဂါရှိ၍တစ်ကြောင်း၊ ဆေးသောက်နေရသောကြောင့် တစ်ကြောင်း အရက်မသောက်ဘူး။
ငွေမလုံလောက်၍တစ်ကြောင်း၊ ပစ္စည်းဈေးနှုန်းကြီးမြင့်သောကြောင့် မဝယ်နိုင်ဘူး။,ငွေမလုံလောက်၍တစ်ကြောင်း၊ ပစ္စည်းဈေးနှုန်းကြီးမြင့်သောကြောင့် တစ်ကြောင်း မဝယ်နိုင်ဘူး။
လမ်းမကောင်း၍တစ်ကြောင်း၊ ယာဉ်ကြောပိတ်သောကြောင့် ခရီးကကြာနေသည်။,လမ်းမကောင်း၍တစ်ကြောင်း၊ ယာဉ်ကြောပိတ်သောကြောင့် တစ်ကြောင်း ခရီးကကြာနေသည်။
နေမကောင်း၍တစ်ကြောင်း၊ ခေါင်းမူးသောကြောင့် အစည်းအဝေးမတက်နိုင်ဘူး။,နေမကောင်း၍တစ်ကြောင်း၊ ခေါင်းမူးသောကြောင့် တစ်ကြောင်း အစည်းအဝေးမတက်နိုင်ဘူး။
မီးပျက်၍တစ်ကြောင်း၊ ရေမရှိသောကြောင့် အိမ်မှုကိစ္စများအခက်အခဲဖြစ်နေသည်။,မီးပျက်၍တစ်ကြောင်း၊ ရေမရှိသောကြောင့် တစ်ကြောင်း အိမ်မှုကိစ္စများအခက်အခဲဖြစ်နေသည်။
ရာသီဥတုပူ၍တစ်ကြောင်း၊ ချွေးထွက်များသောကြောင့် ရေချိုးလိုက်သည်။,ရာသီဥတုပူ၍တစ်ကြောင်း၊ ချွေးထွက်များသောကြောင့် တစ်ကြောင်း ရေချိုးလိုက်သည်။
အလုပ်ပင်ပန်း၍တစ်ကြောင်း၊ အနားယူချင်သောကြောင့် ခွင့်ယူပြီးအိပ်လိုက်သည်။,အလုပ်ပင်ပန်း၍တစ်ကြောင်း၊ အနားယူချင်သောကြောင့် တစ်ကြောင်း ခွင့်ယူပြီးအိပ်လိုက်သည်။
စာမရသေး၍တစ်ကြောင်း၊ ဆရာကဆူသောကြောင့် ကျောင်းမတက်ချင်ဘူး။,စာမရသေး၍တစ်ကြောင်း၊ ဆရာကဆူသောကြောင့် တစ်ကြောင်း ကျောင်းမတက်ချင်ဘူး။
သူငယ်ချင်းများဖိတ်ခေါ်၍တစ်ကြောင်း၊ သွားချင်စိတ်ရှိသောကြောင့် ပါတီကိုသွားခဲ့သည်။,သူငယ်ချင်းများဖိတ်ခေါ်၍တစ်ကြောင်း၊ သွားချင်စိတ်ရှိသောကြောင့် တစ်ကြောင်း ပါတီကိုသွားခဲ့သည်။
ကားမရှိ၍တစ်ကြောင်း၊ လမ်းလျှောက်ရသောကြောင့် နောက်ကျခဲ့သည်။,ကားမရှိ၍တစ်ကြောင်း၊ လမ်းလျှောက်ရသောကြောင့် တစ်ကြောင်း နောက်ကျခဲ့သည်။
ဆေးသောက်ရ၍တစ်ကြောင်း၊ အရက်မသောက်ရသောကြောင့် စိတ်ညစ်နေသည်။,ဆေးသောက်ရ၍တစ်ကြောင်း၊ အရက်မသောက်ရသောကြောင့် တစ်ကြောင်း စိတ်ညစ်နေသည်။
အလုပ်အကိုင်အခွင့်အလမ်းမရှိ၍တစ်ကြောင်း၊ လစာနည်းသောကြောင့် အလုပ်ပြောင်းလိုက်သည်။,အလုပ်အကိုင်အခွင့်အလမ်းမရှိ၍တစ်ကြောင်း၊ လစာနည်းသောကြောင့် တစ်ကြောင်း အလုပ်ပြောင်းလိုက်သည်။
စိတ်အနှောင့်အယှက်ဖြစ်၍တစ်ကြောင်း၊ အိပ်မပျော်သောကြောင့် နေမကောင်းဖြစ်နေသည်။,စိတ်အနှောင့်အယှက်ဖြစ်၍တစ်ကြောင်း၊ အိပ်မပျော်သောကြောင့် တစ်ကြောင်း နေမကောင်းဖြစ်နေသည်။
